"Nama Kost","Jenis Kost","Fasilitas Kamar","Fasilitas Umum","Harga","rating Krebersihan","rating Kenyamanan","rating Keamanan","rating Harga","rating Fasilitas kamar","rating Fasislitas Umum","Total Rating","Jarak Ke kampus"
"Kost Singgahsini Pramesthi UPN Tipe C Yogyakarta 510KF1QZ","Putra","AC,Kasur, Meja,Lemari, Kursi, TV, Ventilasi","Wifi, Kulkas, Dapur, CCTV, Parkir Mobil, Listrik, Dapur, Raung Tamu","Rp. 1.775.000/bulan","4.8","4.8","4.9","4.9","4.9","4.6","4.8","1,7 km dari UNY"
"Kost Singgahsini Pramesthi UPN Tipe A Yogyakarta 15U89RXB","Putra","AC,Kasur, Meja,Lemari, Kursi, TV","KM Luar, Shower, Wifi, Kulkas, Ruang Cuci, Ruang Tamu, Penjaga, Parkir Motor","Rp. 1.525.000/bulan","4.8","4.5","5.0","4.5","5.0","4.8","4.8","2,1 km dari UNY"
"Kost Singgahsini Rahayu UNY Tipe A Yogyakarta 4X1G4N5F","Putri","Kasur, Meja,Lemari, Kursi, Ventilasi","KM Dalam, shower,Wifi, Kulkas, Ruang Tamu, Ruang Jemur, Ruang Santai, Parkir Mobil, Listrik","Rp. 2.275.000/bulan","5.0","5.0","5.0","5.0","5.0","5.0","5.0","1,7 km dari UPN"
"Kost Singgahsini Pondok Garini Syariah Tipe C Yogyakarta 1F3N97BJ","Campur","AC,Kasur, Meja,Lemari, Kursi, TV","Wifi, Kulkas, Dapur, CCTV, Parkir Mobil, Listrik, Dapur, Raung Tamu","Rp. 1.525.000/bulan","5.0","5.0","5.0","4.5","5.0","5.0","4.9","2 km dari UGM"
"Kost Singgahsini Cozy Sawitsari 6 Tipe D Condongcatur Yogyakarta 6708AI","Putra","AC,Kasur, Meja,Lemari, Kursi, TV, Ventilasi","KM Dalam, Wastafel, shower, Air Panas, Wifi, Ruang Cuci, Ruang Jemur, Dapur, Parkir Mobil, Listrik","Rp. 1.425.000/bulan","4.8","4.8","4.8","4.5","4.8","4.8","4.8","2 km dariUGM"
"Kost Singgahsini Alpukat Akininda Tipe B Condongcatur Yogyakarta 23LWD9K1","Putri","AC,Kasur, Meja,Lemari, Kursi, TV, Ventilasi","KM Luar, Shower, Wifi, Kulkas, Ruang Cuci, Ruang Tamu, Penjaga, Parkir Motor","Rp. 1.295.000/bulan","4.9","4.9","4.9","4.9","4.8","4.8","4.9","2,4 km dari UGM"
"Kost Singgahsini Milana Tipe A Pringwulung Yogyakarta 128749SI","Putri","AC,Kasur, Meja,Lemari, Kursi, TV","KM Dalam, Wastafel, shower, Air Panas, Wifi, Ruang Cuci, Ruang Jemur, Dapur, Parkir Mobil, Listrik","Rp. 1.725.000/bulan","4.5","4.5","4.8","4.3","4.5","4.3","4.5","412 m dari Akademi Keperawatan Panti Rapih Yogyakart"
"Kost Singgahsini Milana Tipe C Pringwulung Yogyakarta 128749SN","Putri","AC,Kasur, Meja,Lemari, Kursi, TV","KM Dalam, Wastafel, shower, Air Panas, Wifi, Ruang Cuci, Ruang Jemur, Dapur, Parkir Mobil, Listrik","Rp. 1.925.000/bulan","4.7","4.8","5.0","4.6","4.8","4.3","4.8","412 m dari Akademi Keperawatan Panti Rapih Yogyakart"
"Kost Singgahsini Kalyana Prime Tipe A Seturan Yogyakarta G42UDS73","Putri","AC,Kasur, Meja,Lemari, Kursi, TV","KM Dalam, Shower, Air Panas, Wastafel, Listrik,Wifi, Raung Makan, Parkir Mobil","Rp. 1.675.000/bulan","5.0","5.0","5.0","4.8","5.0","4.9","4.9","1,9 km dari UNY"
"Kost Singgahsini Putri Maoni Tipe A Gejayan Yogyakarta 280SI","Putri","AC,Kasur, Meja,Lemari, Kursi, TV","KM Dalam, shower, Air Panas, Wifi, Kulkas, Ruang Tamu, Penjaga, Ruang Jemur","Rp. 1.415.000/bulan","4.5","5.0","4.5","5.0","5.0","4.5","4.8","1 km dari UNY"
"Kost Singgahsini Tapak Dara Tipe C Deresan Yogyakarta 624781ST","Campur","AC,Kasur, Meja,Lemari, Kursi","KM Dalam, Ember, Wastafel, Shower, Wifi,  Raung Tamu, Ruang Makan","Rp. 2.225.000/bulan","5.0","5.0","4.0","5.0","4.0","5.0","4.6","1,1 km dari UNY"
"Kost Singgahsini Bae Residence Tipe A Jakal Yogyakarta 563197SB","Putra","AC,Kasur, Meja,Lemari, Kursi, TV","KM Dalam, Wastafel, Air Panas, wifi, Ruang Makan, Ruang Tamu, Listrik, Kulkas","Rp. 1.875.000/bulan","4.8","4.7","4.8","4.4","4.5","4.5","4.6","2,9 km dari Akademi Maritim Yogyakarta"
"Kost Singgahsini Putri Omah Sinau Tipe B Plemburan Yogyakarta 316954SI","Putri","AC,Kasur, Meja,Lemari, Kursi","KM Dalam, shower, Wifi, Ruang Tamu, Penjaga, Ruang Makan, Ruang Jemur","Rp. 1.395.000/bulan","4.9","4.8","4.9","4.9","4.8","4.8","4.6","2,6 km dari Akademmi Maritim Yogyakarta"
"Kost Singgahsini Griya Amira Tipe B Klebengan Yogyakarta 972185SI","Putri","AC,Kasur, Meja,Lemari, Kursi","KM Dalam, Shower, Air Panas, Wastafel, Listrik,Wifi, Raung Makan, Parkir Mobil","Rp. 1.825.000","4.7","4.9","4.9","4.3","4.7","4.8","4.8","1,1 km dari UNY"
"Kost Singgahsini Omah Khiar Tipe A Karang Gayam Yogyakarta 962UG","Putri","Kasur, Meja,Lemari, Kursi, Ventilasi","Wifi, Kulkas, Ruang Tamu, Ruag Jemur, Ruang Santai, Parkir Mobil, Listrik, KM Luar","Rp. 1.075.000/bulan","5.0","5.0","4.8","4.6","4.8","4.6","4.8","931 m dari UY"
"Kost Singgahsini Putri Maoni Tipe B Gejayan Yogyakarta 280GH","Putri","AC,Kasur, Meja,Lemari, Kursi","KM Dalam, Shower, Air Panas, Wifi, Ruang Tamu, Jemuran, Ruang santai, Listrik","Rp. 1.635.000/bulan","5.0","4.7","4.9","4.5","4.7","4.8","4.8","1 km dari UNY"
"Kost Singgahsini Omah Khiar Tipe D Karang Gayam Yogyakarta 962U","Putri","AC,Kasur, Meja,Lemari, Kursi","KM Dalam, Shower, Air Panas, Wastafel, Listrik,Wifi, Ruang Makan, Parkir Mobil","Rp. 1.375.000/bulan","4.7","4.7","4.8","4.6","4.9","4.9","4.7","931 m dari UNY"
"Kost Singgahsini Rahayu Tipe B Condongcatur Yogyakarta 649BE","Putri","Kasur, Meja,Lemari, Kursi","KM Luar, Shower, Wifi, Kulkas, Ruang Cuci, Ruang Tamu, Penjaga, Parkir Motor","Rp. 750.000/bulan","4.9","4.9","5.0","4.8","4.9","4.7","4.9","1,1 km dari UNY"
"Kost Singgahsini Omah Khiar Tipe E Karang Gayam Yogyakarta 397UG","Putri","AC,Kasur, Meja,Lemari, Kursi","Wifi, Kulkas, Ruang Tamu, Ruang Jemur, Ruang Santai, Listrik","Rp. 1.525.000/bulan","4.6","4.5","4.6","4.5","4.5","4.3","4.5","931 m dari UNY"
"Kost Singgahsini Tapak Dara Tipe A Deresan Yogyakarta 384197ST","Putra","Kasur, Meja,Lemari, Kursi, Ventilasi","KM Dalam, Shower, Bak, Wifi, Ruang Tamu, Ruang Makan, Dapur, listrik, Parkir Mobil","Rp. 1.025.000/bulan","4.8","4.8","4.9","4.6","4.8","4.6","4.8","1,1 km dari UNY"
"Kost Singgahsini Purwosari 8 Tipe C Laweyan Surakarta PFEQ0569","Campur","Ac, Kasur, Meja, Lemari Baju, Ventilasi","Wifi, Ruang Jemur, Ruang Santai, Kamar Mandi Luar","Rp. 900.000/bulan","4.8","4.8","4.7","4.4","4.7","4.7","4.6","1,8 km Universitas Tunas Pembangunan"
"Kost Apik Tegalsari Solo Grand Mall Tipe A Laweyan Surakarta Z1F2H2E9","Campur","Ac, Kasur, Meja, Lemari Baju, Kursi","Wifi, Ruang Jemur","Rp. 1.375.000/bulan","4.9","4.9","4.8","4.7","4.8","4.6","4.8","2,3 km Universitas Tunas Pembangunan"
"Kost Singgahsini Olive Paragon Mall Tipe B Surakarta 2Q79K9QD","Putri","Kasur, Meja, Lemari Baju, Kursi, Bantal","Wifi, Ruang Tamu, Penjaga Kost, Ruang Jemur, Dispenser","Rp. 700.000/bulan","4.9","4.9","4.9","4.7","4.7","4.7","4.8","1,1 km Universitas Tunas Pembangunan "
"Kost Singgahsini Lumintu 2 Tipe A Banjarsari Surakarta RA3U6D95","Campur","Ac, Kasur, Meja, Lemari Baju, Ventilasi","Wifi, Ruang Tamu, Penjaga Kost, Ruang Makan, Dapur","Rp. 1.325.000/bulan","5.0","5.0","5.0","4.7","4.9","4.9","4.9","1.7 km Universitas Tunas Pembangunan "
"Kost Singgahsini Purwosari 8 Tipe D Laweyan Surakarta QYJ3355Q","Campur","Kasur, Meja, Lemari Baju, Ventilasi","Wifi, Ruang Jemur, Ruang Santai, Kamar Mandi Luar","Rp. 750.000/bulan","4.7","4.3","4.7","4.3","4.7","4.7","4.5","1,8 km Universitas Tunas Pembangunan"
"Kost Apik Pringgading Setabelan Tipe A Banjarsari Surakarta 09Z27LSE","Putra","Kasur, Lemari Baju, Bantal, Cermin, Jendela","Wifi, Ruang Tamu, Penjaga Kost, Ruang Jemur, Dapur","Rp. 590.000/bulan","4.8","4.8","4.8","4.6","4.7","4.8","4.8","3,2 km Universitas Sebelas Maret"
"Kost Griya Sura Laweyan Surakarta 951FS","Putra","Ac, Kasur, Meja, Lemari Baju, Kursi","Wifi, Ruang Cuci, Ruang Tamu, Mesin Cuci, Ruang Makan","Rp. 1.500.000/bulan","5.0","5.0","5.0","5.0","5.0","5.0","5.0","2,7 km Sekolah Tinggi Parawisata Sahid"
"Kost Agape Tipe B Banjarsari Surakarta 252YR","Putri","Kasur, Lemari Baju, Ventilasi, Bantal, Jendela","Wifi, Ruang Cuci, Ruang Santai, Ruang Jemur, Jemuran","Rp. 800.000/bulan","5.0","5.0","5.0","5.0","5.0","5.0","5.0","1,1 km Universitas Tunas Pembangunan "
"Kost Cozykost Tipe E Laweyan Surakarta 801SD","Putri","Kasur, Lemari Baju","Ruang Jemur","Rp. 2.000.000/bulan","5.0","5.0","5.0","5.0","5.0","5.0","5.0","3,0 km Sekolah Tinggi Parawisata Sahid"
"Kost Agape Tipe A Banjarsari Surakarta 815FZ","Putri","Kasur, Bantal, Jendela","Wifi, Ruang Cuci, Ruang Makan, Ruang Jemur, Ruang Tamu","Rp. 450.000/bulan","5.0","5.0","5.0","5.0","5.0","5.0","5.0","1,1 km Universitas Tunas Pembangunan "
"Kost Ndalem Mitrosuwarnan Tipe A Jebres Surakarta FNE546M0","Putri","Kasur, Meja, Lemari Baju, Ventilasi, Bantal","Wifi, Penjaga Kost, Ruang Tamu, Ruang Jemur, Ruang Santai","Rp. 800.000/bulan","4.0","4.0","4.0","4.0","4.0","3.0","3.9","2,2 km Universitas Sebelas Maret"
"Kost Wisma Pari 1 Tipe A Jebres Surakarta 14QABL86","Campur","Ac, Kasur, Tv, Lemari Baju, Cermin","Penjaga Kost, Ruang Tamu, Ruang Jemur, Dapur, Cctv","Rp. 1.100.000/bulan","5.0","5.0","4.0","5.0","5.0","4.0","4.6","2,0 km Universitas Sebelas Maret"
"Kost DJ Sepatu Tipe Regular Jebres Surakarta 879DJ","Putri","Kasur, Meja, Meja Rias, Lemari Baju, Ventilasi","Ruang Tamu, Penjaga Kost, Ruang Jemur, Dapur, Pengurus Kost","Rp. 450.000/bulan","4.8","4.3","4.6","4.9","4.9","4.1","4.6","2,5 km Universitas Sebelas Maret"
"Kost DJ Sepatu 2 VIP Lantai 1 Jebres Surakarta XT5L867C","Putri","Kasur, Meja, Lemari Baju, Jendela, Kursi","Penjaga Kost, Ruang Cuci, Ruang Tamu, Ruang Makan ,Ruang Jemur","Rp. 800.000/bulan","4.8","4.5","4.8","4.5","4.3","4.0","4.5","2,5 km Universitas Sebelas Maret"
"Kost Nanik Banjarsari Surakarta 628NB","Putri","Kasur, Meja, Lemari Baju, Bantal","Wifi, Ruang Cuci, Kulkas, Ruang Tamu, Ruang Makan","Rp. 425.000/bulan","5.0","5.0","5.0","5.0","5.0","5.0","5.0","2,5 km Universitas Sebelas Maret"
"Kost Golek Life Tipe A Serengan Surakarta F8659JXL","Putri","Kasur, Lemari Baju, Ventilasi, Bantal, Cermin","Penjaga Kost, Ruang Cuci, Ruang Tamu, Dapur, Dispenser","Rp. 580.000/bulan","5.0","5.0","5.0","5.0","5.0","5.0","5.0","1,7 km Akademi Analisis Kesehatan Nasional"
"Kost Griya Monjari Executive Banjarsari Surakarta 217GM","Campur","Ac, Kasur, Meja, Tv, Lemari Baju","Wifi, Kulkas, Ruang Cuci, Ruang Jemur, Ruang Tamu","Rp. 1.995.000/bulan","5.0","5.0","5.0","4.5","4.5","4.5","4.8","1,3 km Sekolah Tinggi Ilmu Ekonomi "
"Kost Bhayangkara I Serengan Surakarta 897CX","Putri","Ventilasi, Kasur, Meja, Cermin","Ruang Tamu, Ruang Dapur, Ruang Jemur","Rp. 450.000/bulan","5.0","5.0","5.0","5.0","5.0","5.0","5.0","1,6 km Akademi Analisis Kesehatan Nasional"
"Kost Putri Kenanga 2 Laweyan Surakarta 592768PK","Putri","Kasur, Meja, Kursi, Jendela","Wifi, Ruang Cuci, Ruang Jemur, Ruang Santai, Dapur","Rp. 400.000/bulan","3.8","5.0","3.8","5.0","5.0","5.0","4.6","2,6 km Sekolah Tinggi Parawisata Sahid"
"Kost Adonia Tipe A Laweyan Surakarta H1W11ZD0","Putri","Kasur, Meja, Tv, Lemari Baju, Kursi","Wifi, Kulkas, Mesin Cuci, Ruang Jemur, Mushola","Rp. 1.000.000/bulan","5.0","5.0","5.0","4.2","3.8","5.0","4.6","3,0 km Sekolah Tinggi Parawisata Sahid"
"Kost Ammani Banjarsari Surakarta 179325AB","Putri","Ac, Kasur, Meja, Tv, Lemari Baju","Wifi, Ruang Tamu, Ruang Makan, Ruang Jemur, Ruang Santai","Rp. 1.050.000/bulan","5.0","5.0","5.0","5.0","5.0","5.0","5.0","1,2 km Universitas Tunas Pembangunan"
"Kost Wirjodihardjo Sekaliyan Tipe A Banjarsari Surakarta","Putri","Kasur, Meja, Lemari Baju, Kipas Angin, Cleaning Service","Wifi, Ruang Cuci, Ruang Tamu, Mesin Cuci, Penjaga Kost","Rp. 746.000/bulan","4.7","4.4","4.7","4.7","4.4","5.0","4.6","2,1 km Universitas Tunas Pembangunan"
"Kost Apik Tegalsari Solo Grand Mall Tipe B Laweyan Surakarta D2HV39X7","Campur","Kasur, Meja, Lemari Baju, Kursi, Bantal","Wifi, Ruang Jemur","Rp. 875.000/bulan","4.8","4.8","4.9","4.5","4.8","4.6","4.8","2,3 km Universitas Tunas Pembangunan"
"Kost Singgahsini Lumintu 2 Tipe B Banjarsari Surakarta 4WWCT247","Campur","Ac, Kasur, Meja, Lemari Baju, Bantal","Wifi, Ruang Tamu, Penjaga Kost, Ruang Makan, Dapur","Rp. 1.225.000/bulan ","4.8","4.8","4.9","4.6","4.9","4.8","4.9","1.7 km Universitas Tunas Pembangunan "
"Kost Singgahsini Carissa Nusukan Tipe A Banjarsari Surakarta 04XJ5HC5","Campur","Ac, Kasur, Meja, Lemari Baju, Ventilasi","Wifi, Kulkas, Ruang Tamu, Mesin Cuci, Ruang Jemur","Rp. 1.725.000/bulan ","4.7","4.7","5.0","4.7","5.0","4.7","4.8","1,5 km Sekolah Tinggi Ilmu Ekonomi "
"Kost Cozykost Tipe D Laweyan Surakarta 469AN","Putri","Ac, Kasur, Lemari Baju","Ruang Jemur, Kamar Mandi Luar","Rp. 1.400.000/bulan","5.0","5.0","5.0","5.0","5.0","5.0","5.0","2,9 km Sekolah Tinggi Parawisata Sahid"
"Kost SanSan Moewardi UNS Tipe C Jebres Surakarta 205DR","Campur","Ac, Kasur, Meja, Lemari Baju, Kursi","Wifi, Ruang Tamu, Laundry, Dapur, Cctv","Rp. 1.100.000/bulan","5.0","3.8","5.0","3.8","3.8","5.0","4.4","2 km Universitas Sebelas Maret"
"Kost Dhiajeng Eksklusif Vvip Banjarsari Surakarta 987DH","Putri","Kasur, Meja, Dispenser, Tv, Lemari Baju","Wifi, Ruang Tamu, Kulkas, Penjaga Kost, Laundry","Rp. 850.000/bulan","5.0","5.0","5.0","5.0","5.0","5.0","5.0","1,1 km Sekolah Tinggi Ilmu Ekonomi "
"Kost Dhiajeng Eksklusif Executive Banjarsari Surakarta 987DE","Putri","Ac, Kasur, Meja, Dispenser, Tv","Wifi, Kulkas, Ruang Tamu, Penjaga Kost, Laundry","Rp. 1.100.000/bulan","5.0","5.0","5.0","5.0","5.0","5.0","5.0","1,1 km Sekolah Tinggi Ilmu Ekonomi "
"Kost SanSan Moewardi UNS Tipe B Jebres Surakarta 925DB","Campur","Ac, Kasur, Meja, Lemari Baju, Kursi","Wifi, Ruang Tamu, Laundry, Dapur, Cctv","Rp. 1.200.000/bulan","5.0","5.0","5.0","5.0","5.0","5.0","5.0","2 km Universitas Sebelas Maret"
"Kost Griya Rindang Jebres Surakarta 142638GR","Putri","Ac, Kasur, Meja, Tv, Lemari Baju","Wifi, Ruang Tamu, Ruang Jemur, Dapur, Dispenser","Rp. 1.150.000/bulan","3.0","5.0","5.0","3.0","5.0","3.0","4.0","2 km Universitas Sebelas Maret"
"Kost Griya Pelita Banjarsari Surakarta A82L7V8G","Putri","Kasur, Meja, Lemari Baju, Kursi, Kipas Angin","Wifi, Ruang Cuci, Ruang Jemur, Ruang Santai, Tv","Rp. 750.000/bulan","5.0","5.0","5.0","5.0","5.0","5.0","5.0","377m Universitas Tunas Pembangunan"
"Kost SanSan Moewardi UNS Tipe A Jebres Surakarta 784CP","Campur","Ac, Kasur, Meja, Lemari Baju, Kursi","Wifi, Ruang Tamu, Laundry, Dapur, Cctv","Rp. 1.300.000/bulan","5.0","5.0","5.0","5.0","5.0","5.0","5.0","2 km Universitas Sebelas Maret"
"Kost Sriwedari Laweyan Surakarta 931SL","Putri","Kasur, Meja, Tv, Lemari Baju, Kursi","Wifi, Ruang Cuci, Ruang Makan, Ruang Jemur, Ruang Tamu","Rp.600.000/bulan","1.3","1.3","1.3","1.3","1.3","1.3","1.3","3,3 km Sekolah Tinggi Parawisata Sahid"
"Kost Radho Penumping Laweyan Surakarta 501EP","Putra","Kasur, Lemari Baju","Ruang Cuci, Ruang Jemur, Ruang Santai","Rp. 700.000/bulan","5.0","4.6","4.8","4.8","4.6","4.8","4.8","1,8 km Universitas Tunas Pembangunan"
"Kost G2 House 2 Timur Jebres Surakarta 317825PG","Putri","Ac, Kasur, Meja, Kulkas, Lemari Baju","Wifi, Kulkas, Ruang Cuci, Ruang Jemur, Ruang Tamu","Rp. 1.100.000/bulan","5.0","5.0","5.0","5.0","5.0","5.0","5.0","2,1 km Universitas Sebelas Maret"
"Kost Stannum Tipe B Jebres Surakarta 976SB","Putra","Kasur, Meja, Tv, Lemari Baju, Ventilasi","Wifi, Ruang Cuci, Ruang Jemur, Ruang Santai, Mushola","Rp. 410.000/bulan","4.0","4.0","5.0","5.0","4.0","4.0","4.4","2,6 km Universitas Sebelas Marer"
"Kost Uham Sumber Banjarsari Surakarta 628CP","Campur","Kasur, Meja, Lemari Baju, Ventilasi, Bantal","Wifi, Ruang Cuci, Ruang Tamu, Laundry, Ruang Jemur","Rp. 650.000/bulan","4.5","4.5","4.5","4.5","4.5","4.5","4.5","510m Universitas Tunas Pembangunan"
"Kost Singgahsini Kertajaya Utimami Tipe A Gubeng Surabaya D3G969BQ","putri","AC, kasur, meja, lemari baju, ventlasi, KM.dalam, shower","Listrik, Wifi, kulkas, R.tamu, R.jemur, dapur, parkir motor","Rp. 1.665.000/bulan","4.3","4.5","4.8","4.5","4.5","4.5","4.5","1.2 km ke Universitas Airlangga"
"Kost Singgahsini Graha Ara Dharmahusada Tipe A Gubeng Surabaya 0UY80X1N","campur","AC, kasurr, meja, TV, lemari baju, KM.dalam, Shower, air panas","Listrik, Wifi, Kulkas, R.tamu, dapur, dispenser, parkir mobil, parkir motor, parkir sepeda","Rp. 2.705.000/bulan","5.0","5.0","5.0","5.0","5.0","5.0","5.0","602m ke Universitas airlangga"
"Kost Singgahsini Graha Ara Dharmahusada Tipe B Gubeng Surabaya 434RUYS7","campur","AC, kasur, meja, tv, lemai baju, KM.dalam, shower","Listrik, Wifi, kulkasm R.tamu dapur, dispenser, parkir motor, parkir mobil, parkir sepeda","Rp. 2.525.000/bulan","4.9","5.0","5.0","4.4","4.7","4.6","4.8","602m ke Universitas airlangga"
"Kost Singgahsini Graha Ara Dharmahusada Tipe C Gubeng Surabaya EHWX5061","campur","AC, Kasur, Meja, TV, lemari baju, KM.dalam, shower","Listrik, Wifi, Kulkas, R.tamu, dapur, dispenser, parkir mobil, parkir motor, parkir sepeda","Rp. 2.225.000/bulan","5.0","4.7","5.0","4.7","5.0","5.0","5.0","602m ke Universitas airlangga"
"Kost Singgahsini Gubeng Kertajaya 21 Tipe B Surabaya 396254AP","putri","kasur, lemari baju, kursi, cermin, jendela","Listrik, WiFi, KM.luar, ember mandi, shower, R.jemur, R.santai, jemuran, Parkir mobil, parkir motor","Rp. 980.000/bulan","4.9","4.8","4.9","4.5","4.7","4.7","4.8","1.7km ke sekolah tinggi teknik surabaya"
"Kost Singgahsini Gubeng Kertajaya 21 Tipe A Surabaya 396254AG","putri","AC, kasur, lemari baju, banta, cermin, KM.dalam, ember mandi, shower","Listrik, Wifi, R.jemur, R. santai, KM.luar, jemuran, parkir mobil, parkir motor","Rp. 1.540.000/bulan","5.0","4.9","5.0","4.8","4.9","4.9","4.9","1.7km ke sekolah tinggi teknik surabaya"
"Kost Apik Gubeng Kertajaya 10 Tipe A Surabaya 10TJ40SX","putra","Kasur, meja, lemari baju, ventilasi, jendela","Wifi, KM.luar, shower, bak mandi, R.tamu, R.jemur, dapur, Parkir motor, parkir sepeda","Rp. 875.000/bulan","4.7","4.9","4.9","4.6","4.8","4.8","4.8","1.7km ke Universitas Airlangga"
"Kost Singgahsini Opung Erwin Tipe A Mojo Surabaya 4K430ALZ","campur","AC, kasur, TV, lemari baju, bantal, KM.dalam, shower","Wifi, R.cuci, R.tamu, laundry, R.jemur, Parkir motor, parkir sepda","Rp. 1. 605.000/bulan","4.8","4.6","4.9","4.5","4.5","4.6","4.6","1.2 km ke Universitas Airlangga"
"Kost Griya Karunia Kedungdoro Tipe A Sawahan Surabaya U252V7XZ","putra","AC, kasur, meja, lemari baju, ventilasi","Wifi, penjaga kos, Dapur, jemuran, KM.luar, parkir motor","Rp. 1.050.000/bulan","4.3","4.3","4.7","4.3","4.7","4.0","4.4","3.1 ke universitas wijaya kusuma surabaya"
